stt,word,furigana,Sino-Vietnamese,meaning,example
271,窮屈な,きゅうくつ,CÙNG KHUẤT,"Chật, gò bó","[['① 太って、服が窮屈になってしまった。', 'Béo lên nên quần áo trở nên chật chội.'], ['窮屈な｛靴／座席．．．｝', '(Giày/ chỗ ngồi) chật chội, gò bó'], ['類 きつい', 'Chật ních'], ['② 「お見合いだからといって窮屈に考えず、気楽に会えばいいですよ」', 'Cho dù là buổi mai mối, cứ gặp gỡ thoải mái, đừng quá câu nệ.'], ['類 堅苦しい', 'Cứng nhắc, nặng nề'], ['③ 偉い人たちとの食事は窮屈で、食べた気がしない。', 'Ăn uống cùng những người có địa vị khiến tôi cảm thấy ngột ngạt, chẳng còn tâm trạng ăn uống gì.'], ['類 気詰まりな', 'Gò bó, ngột ngạt'], ['合 ①～③窮屈さ', 'Sự gò bó, chật chội']]"
272,忠実な,ちゅうじつ,TRUNG THỰC,Trung thành,"[['① 犬は飼い主に忠実だと言われる。', 'Chó vốn nổi tiếng là loài vật trung thành với chủ.'], ['言いつけを忠実に守る。', 'Làm đúng những gì được dặn dò.'], ['忠実な部下', 'Cấp dưới trung thành'], ['② これは小説を忠実に映画化している。', 'Bộ phim được chuyển thể một cách trung thực từ tiểu thuyết.'], ['類 正確に', 'Chính xác'], ['類 ありのままに', 'Y nguyên, đúng như thật'], ['合 ①②忠実さ', 'Sự trung thành, trung thực']]"
273,あやふやな,,,"Không rõ ràng, mập mờ","[['1. あの日のことは記憶があやふやで、はっきり思い出せない。', 'Ký ức về ngày hôm đó khá mơ hồ, tôi không nhớ rõ được.'], ['2. 結婚するのかどうか聞いても、彼はあやふやな返事しかしない。', 'Hỏi có kết hôn không thì anh ta cũng chỉ đáp lời mập mờ.'], ['3. ｛証言／知識／態度．．．｝があやふやだ。', '(Chứng cứ/ kiến thức/ thái độ) không rõ ràng'], ['類 あいまいな', 'Mơ hồ, không rõ ràng']]"
274,残酷な,ざんこく,TÀN KHỐC,"Độc ác, nhẫn tâm","[['1. 映画で残酷な場面を見て、思わず目を背けた。', 'Khi thấy cảnh tàn khốc trên phim, tôi bất giác quay mặt đi.'], ['2. 残酷な｛仕打ち／運命｝', 'Hành động tàn nhẫn, số phận nghiệt ngã'], ['合 残酷さ', 'Sự tàn ác'], ['合 残酷性', 'Sự tàn nhẫn'], ['類 残忍な', 'Tàn nhẫn']]"
275,悲惨な,ひさん,BI THẢM,Bi thảm,"[['1. 水も食べ物もない子供たちの悲惨な光景を見て、自分の無力さが辛かった。', 'Thấy cảnh những đứa trẻ thiếu thốn nước uống, thức ăn, tôi đau lòng vì bất lực.'], ['2. 祖父の弟は戦場で悲惨な最期を遂げたそうだ。', 'Nghe nói em trai của ông tôi đã bỏ mạng thảm thương trên chiến trường.'], ['連 ＿最期', 'Những giây phút cuối cùng bi thảm'], ['合 悲惨さ', 'Sự bi thảm']]"
276,情けない,なさ,TÌNH,"Đáng thương, thảm hại, không có sự cảm thông","[['① チームの中で私だけが予選落ちとは、我ながら情けない。', 'Trong đội chỉ có mình tôi bị loại ngay từ vòng sơ loại, thật là đáng xấu hổ.'], ['類 嘆かわしい', 'Đáng buồn, đáng thương'], ['② 我々は国の代表チームなのだから、あまり情けない負け方はできない。', 'Vì là đội tuyển đại diện cho quốc gia, chúng ta không thể thua một cách thảm hại được.'], ['類 みっともない', 'Đáng xấu hổ'], ['③ 入院したのに見舞いにも来てくれない。子供からこんな情けない仕打ちを受けるとは。', 'Tôi nhập viện mà ngay cả một lần đến thăm cũng không có. Thật buồn vì bị chính con mình đối xử như vậy.'], ['関 無情な、思いやりがない', 'Lạnh lùng, vô cảm'], ['合 ①～③情けなさ', 'Sự đáng thương, đáng xấu hổ']]"
277,根強い,ねづよ,CĂN CƯỜNG,Bén rễ,"[['1. 私の田舎には古い習慣が根強く残っっている。', 'Ở quê tôi, những phong tục tập quán xưa cũ vẫn còn ăn sâu bám rễ.'], ['2. 根強い｛偏見／人気．．．｝', '(Thành kiến/ sự yêu thích) bám rễ sâu sắc'], ['合 根強さ', 'Sự bền vững, khó thay đổi']]"
278,密接な,みっせつ,MẬT TIẾP,Mật thiết,"[['① 天候と商品の売れ行きには密接な関係がある。', 'Thời tiết có mối liên hệ mật thiết với doanh số bán hàng.'], ['合 密接さ', 'Mối quan hệ mật thiết'], ['② [（動）ガ密接する］\u3000この地区は住宅が密接して建てられているので、火事になったら大変だ。', 'Ở khu vực này, nhà cửa được xây dựng sát nhau, nên nếu xảy ra hỏa hoạn sẽ rất nguy hiểm.']]"
279,寛大な,かんだい,KHOAN ĐẠI,"Đại lượng, dễ rãi, rộng rãi","[['1. 若い人の失敗には寛大でありたいものだ。', 'Nên bao dung với những sai lầm của người trẻ tuổi.'], ['2. 寛大な｛人／性格．．．｝', '(Tính cách/ con người) khoan dung, độ lượng'], ['理恵 彼が犯行に至った経緯に同情すべき点が多いので、裁判官には寛大な処置を求めたい', 'Vì có nhiều tình tiết đáng cảm thông trong hành vi phạm tội của anh ta, nên tôi mong thẩm phán đưa ra một bản án khoan dung.'], ['合 寛大さ', 'Lòng khoan dung'], ['類 寛容な', 'Khoan dung, độ lượng']]"
280,ふさわしい,,,"Phù hợp, thích hợp","[['1. チームの次期キャプテンとして、上野さんがもっともふさわしいと思う。', 'Tôi cho rằng anh Ueno là người phù hợp nhất để làm đội trưởng tiếp theo.'], ['2. 華やかすぎる服は、面接に着ていくにはふさわしくない。', 'Trang phục quá lòe loẹt không phù hợp để mặc đi phỏng vấn.'], ['合 ふさわしさ', 'Sự phù hợp'], ['類 適当な', 'Phù hợp'], ['類 適切な', 'Thích hợp']]"
281,内心,ないしん,NỘI TÂM,"Nội tâm, đáy lòng","[['1. 顔には出さなかったが、うそがばれないか、内心ではドキドキしていた。', 'Tuy không để lộ ra ngoài, nhưng trong lòng tôi vẫn hồi hộp, lo sợ lời nói dối sẽ bị phát hiện.'], ['2. 力を入れて書いたレポートの評価が思ったほど良くなく、内心がっかりした。', 'Tôi đã dồn nhiều tâm sức vào bài báo cáo, vậy mà đánh giá nhận được lại không tốt như mong đợi, khiến tôi thầm thất vọng.'], ['類 心中', 'Trong lòng / Trong thâm tâm']]"
282,やる気,き,KHÍ,"Động lực, dám mê","[['1. 最初は気が進まなかったが、報酬がいいと聞いてやる気になった。', 'Ban đầu tôi không mấy hứng thú, nhưng khi nghe nói thù lao cao thì tôi lại có động lực.'], ['2. 娘にピアノを習わせているが、本人はあまりやる気がないようだ。', 'Tôi cho con gái học piano, nhưng bản thân nó có vẻ không mấy nhiệt tình.'], ['連 ＿がある⇔ない', 'Có ⇔ không có động lực'], ['連 ＿になる', 'Trở nên có hứng thú / có động lực'], ['連 ＿が出る・\u3000＿を出す', 'Có / tạo ra động lực'], ['連 ＿を持つ', 'Mang trong mình động lực / Có động lực'], ['連 ＿がわく', 'Động lực trỗi dậy / sục sôi'], ['合 ＿満々\u3000（例．彼は希望のポストにつくことができて、やる気満々だ。）', 'Tràn đầy động lực (VD: Anh ấy được bổ nhiệm vào vị trí mong muốn và đầy quyết tâm thực hiện công việc.)'], ['類 意欲', 'Khát khao / Ý chí']]"
283,優越感,ゆうえつかん,ƯU VIỆT CẢM,"Ưu việt, nắm ưu thế","[['1. 彼女は、周りの誰よりも歌がうまいことに優越感を持っていた。', 'Cô ấy mang trong mình cảm giác vượt trội vì nghĩ rằng mình hát hay hơn bất cứ ai xung quanh.'], ['連 二＿を持つ', 'Mang cảm giác vượt trội'], ['連 二＿を抱く', 'Ôm giữ cảm giác mình vượt trội hơn người khác'], ['連 ＿に浸る', 'Chìm đắm trong cảm giác vượt trội'], ['対 劣等感', 'Cảm giác tự ti / Mặc cảm']]"
284,誇り,ほこ,KHOA,"Tự hào, kiêu hãnh","[['1. 平和憲法を持っていることは、我が国の誇りだ。', 'Việc có bản hiến pháp hòa bình là niềm tự hào của đất nước chúng tôi.'], ['2. 災害現場で人命救助に尽くした父のことを誇りに思う。', 'Tôi tự hào về cha mình, người đã hết lòng cứu giúp nạn nhân tại hiện trường thảm họa.'], ['連 ＿がある⇔ない', 'Có ⇔ không có niềm tự hào'], ['連 ＿を持つ', 'Mang trong lòng niềm tự hào'], ['連 ＿に思う', 'Cảm thấy tự hào về ~'], ['連 ＿が傷つく・\u3000＿を傷つける', 'Tổn thương niềm tự hào / Làm tổn thương lòng tự hào'], ['合 ＿高い', 'Lòng tự tôn cao'], ['類 プライド', 'Lòng tự trọng / Niềm kiêu hãnh'], ['関 自尊心', 'Lòng tự trọng / Tự tôn'], ['（動） ヲ誇る', 'Lấy làm tự hào về ~'], ['☆ ヲ誇る', 'Tự hào về ~'], ['① 自動車は我が国が世界に誇る工業製品だ。', 'Ô tô là sản phẩm công nghiệp mà đất nước tôi tự hào với thế giới.'], ['※ 主に連体修飾の形で使う。', 'Chủ yếu được sử dụng dưới dạng bổ nghĩa cho danh từ.'], ['② 彼女は名家の出であることを誇っている。', 'Cô ấy tự hào vì xuất thân từ một gia đình danh giá.'], ['才能を誇る', 'Tự hào về tài năng của mình'], ['（イ形） 誇らしい', 'Đáng tự hào / Đáng hãnh diện']]"
285,決断,けつだん,QUYẾT ĐOÁN / ĐOẠN,"Quyết định, quyết đoán","[['1. 経営状態が悪いので、役員たちは会社の縮小を決断した。', 'Do tình hình kinh doanh sa sút, ban lãnh đạo đã quyết định thu hẹp quy mô công ty.'], ['2. 延命措置の申し出を断るのは、家族としてつらい決断だった。', 'Từ chối áp dụng biện pháp kéo dài sự sống là một quyết định vô cùng khó khăn đối với gia đình.'], ['連 ＿を下す', 'Đưa ra quyết định'], ['連 二＿を迫る', 'Thúc ép đưa ra quyết định'], ['合 ＿力\u3000（例．決断がある⇔ない）', 'Năng lực quyết đoán (VD: Có ⇔ không có sự quyết đoán)'], ['類 ヲ決心スル', 'Quyết tâm làm gì đó'], ['類 ヲ決意スル', 'Quyết định / Hạ quyết tâm'], ['関 ヲ決定スル', 'Quyết định / Đưa ra phán quyết']]"
286,苦心,くしん,KHỔ TÂM,"Khó nhọc, lao tâm khổ tứ","[['1. 「この肖像画では、モデルの優しさを表現するのに苦心しました。」', 'Trong bức chân dung này, tôi đã vất vả để thể hiện được sự dịu dàng của người mẫu.'], ['2. 苦心の作', 'Tác phẩm tâm huyết'], ['※ 経済的、身体的な面では使えない。', 'Không dùng cho các khía cạnh kinh tế hay thể chất'], ['関 ガ苦心スル', 'Gian khổ / Trăn trở / Lao tâm khổ tứ']]"
287,嫉妬,しっと,TẬT ĐỐ,Ghen tỵ,"[['1. 子供は生まれたばかりの弟に嫉妬して、弟を泣かせた。', 'Đứa trẻ ghen tị với đứa em mới sinh và làm em khóc.'], ['2. ライバルの才能に嫉妬する。', 'Đố kỵ với tài năng của đối thủ.'], ['3. 田中さんは嫉妬心が強い。', 'Anh Tanaka là người rất hay đố kỵ.'], ['合 ＿心', 'Lòng đố kỵ / Tâm lý ghen tỵ'], ['類 やきもち、妬み', 'Ghen tuông / Ganh tỵ / Đố kỵ'], ['※ 「ヲ妬む」の名詞形', 'Danh từ của 「妬む」 là 妬み（ねたみ）'], ['☆ ヲ妬む', 'Ghen tị / Đố kỵ'], ['8. 姉は親にかわいがられている妹を妬んで、陰で意地悪をした。', 'Người chị ghen tị với em gái được bố mẹ cưng chiều nên đã đối xử xấu sau lưng em.'], ['9. 人の｛幸せ／幸運／成功／才能．．．｝', 'Ghen tị với hạnh phúc, may mắn, thành công hay tài năng của người khác'], ['（名） 妬み', 'Lòng đố kỵ / Ghen tị'], ['（イ形） 妬ましい', 'Ghen tị đến mức khó chịu / Đáng ganh tỵ']]"
288,絶望,ぜつぼう,TUYỆT VỌNG,Tuyệt vọng,"[['1. すべてを失った彼は、人生に絶望して自殺を図った。', 'Sau khi mất tất cả, anh ta tuyệt vọng với cuộc sống và tìm cách tự tử.'], ['2. 事故の被害者の救出は絶望的な状況だ。', 'Tình hình cứu hộ các nạn nhân trong tai nạn hiện gần như không còn hy vọng.'], ['合 ＿的な', 'Mang tính tuyệt vọng'], ['合 ＿感', 'Cảm giác tuyệt vọng']]"
289,通関,つうかん,THÔNG QUAN,Sự thông quan,"[['1. チームが連敗していることに対し、彼は監督として責任を痛感しているようだ。', 'Trước chuỗi thất bại của đội, ông ấy dường như cảm nhận sâu sắc trách nhiệm của một huấn luyện viên.'], ['2. ｛力不足／無力さ．．．｝を痛感する。', 'Cảm nhận sâu sắc sự thiếu năng lực / bất lực']]"
290,通関,つうかん,TIÊN NHẬP QUAN,Thành kiến,"[['1. 派手な身なりの彼女に悪い先入観を抱いてしまった。', 'Tôi đã vô thức hình thành định kiến tiêu cực với cô ấy chỉ vì vẻ ngoài hào nhoáng.'], ['2. 「先入観を捨てて判断しなさい。」', 'Hãy phán đoán khách quan, bỏ định kiến sang một bên.'], ['連 ニ＿を持つ', 'Mang định kiến'], ['連 ニ＿抱く', 'Ôm giữ định kiến'], ['関 偏見', 'Định kiến / Thành kiến'], ['関 予断', 'Phán đoán vội vàng']]"
291,過ち,あやま,QUÁ / QUA,Lỗi lầm,"[['① 彼は自分の過ちをなかなか認めようとしない。', 'Anh ta mãi không chịu thừa nhận sai lầm của mình.'], ['会社に損害を与えたのは、契約書をよく確認しなかった私の過ちによるものだ。', 'Thiệt hại gây ra cho công ty là do lỗi của tôi vì đã không kiểm tra kỹ hợp đồng.'], ['連 ＿を認める', 'Thừa nhận sai lầm'], ['類 失敗', 'Thất bại'], ['類 ミス', 'Lỗi / Sai sót'], ['② 無実の人を逮捕するという過ちは、決してあってはならない。', 'Việc bắt nhầm người vô tội là một sai lầm không thể chấp nhận được.'], ['取り返しのつかない過ちを犯す。', 'Phạm phải sai lầm không thể cứu vãn.'], ['連 ＿を犯す', 'Phạm sai lầm'], ['連 ＿を償う', 'Bồi thường cho lỗi lầm / chuộc lỗi'], ['類 過失', 'Lỗi do sơ suất / Sai sót']]"
292,欲,よく,DỤC,"Mong muốn, tham lam","[['1. 欲を出して危ない株に手を出し、破産してしまった。', 'Vì lòng tham, tôi đầu tư vào cổ phiếu rủi ro và cuối cùng bị phá sản.'], ['2. 「仕事が楽しければ別に出世しなくてもいいよ」\u3000「欲がないんだねえ」', '""Nếu công việc thú vị thì tôi cũng chẳng cần thăng tiến."" ""Anh chẳng có tham vọng gì nhỉ.""'], ['連 ＿がある⇔ない', 'Có ⇔ không có tham vọng'], ['連 ＿が深い', 'Tham vọng lớn / khát khao mãnh liệt'], ['連 ＿を出す', 'Thể hiện lòng tham / tham vọng'], ['連 ＿を言えば\u3000（例．新居には大体満足だが、欲を言えば、もう少し収納スペースが多ければよかった。）', 'Nếu được phép đòi hỏi thêm thì... (VD: Tôi khá hài lòng với chỗ ở mới, nhưng nếu được mong muốn thì tôi muốn không gian lưu trữ nhiều hơn chút nữa.)'], ['合 食＿', 'Thèm ăn / Ham ăn'], ['合 物＿', 'Ham muốn vật chất'], ['合 性＿', 'Dục vọng / ham muốn tình dục'], ['合 ＿望', 'Tham vọng / Khát khao'], ['合 ＿張り', 'Người tham lam / Tham vọng quá mức'], ['合 ＿深な', 'Tham lam / Lòng tham sâu sắc'], ['慣 欲に目がくらむ', 'Lòng tham làm mờ mắt'], ['慣 欲の皮が突っ張っている。', 'Lòng tham vô đáy / tham không biết điểm dừng']]"
293,恥,はじ,SỈ,Xấu hổ,"[['1. 結婚式のスピーチで、新婦の名前を間違えて恥をかいてしまった。', 'Trong bài phát biểu đám cưới, tôi lỡ gọi nhầm tên cô dâu và cảm thấy vô cùng xấu hổ.'], ['2. 海外で集団犯罪を行って裁判にかけられるなど、我が国の恥だ。', 'Việc thực hiện tội phạm tập thể ở nước ngoài và bị đưa ra xét xử là điều làm mất mặt quốc gia chúng ta.'], ['3. 「信頼してくれる人をだまして利益を得ようとは。恥じ知れ！」', '""Anh lợi dụng niềm tin người khác để trục lợi ư? Thật là nhục nhã!""'], ['連 ＿をかく、ニ＿をさらす', 'Mang nỗi nhục / Phơi bày sự xấu hổ'], ['合 ＿知らず', 'Mặt dày / Không biết nhục'], ['関 恥ずかしい', 'Ngượng ngùng / Xấu hổ'], ['（動） ガ／ヲ恥じる', 'Xấu hổ / Hổ thẹn'], ['慣 恥を知る', 'Biết hổ thẹn / Có liêm sỉ'], ['慣 恥の上塗り', 'Làm mọi chuyện càng thêm xấu hổ / Xấu hổ chồng chất'], ['☆ ガ／ヲ恥じる', 'Cảm thấy xấu hổ / Hổ thẹn (về điều gì đó)'], ['① 彼は、詐欺に簡単にだまされてしまった自分の愚かさを恥じた。', 'Anh ấy cảm thấy xấu hổ vì sự cả tin và ngốc nghếch của bản thân khi bị lừa quá dễ dàng.'], ['容疑者は「私は人に恥じるようなことを何もしていない」\u3000と言っているそうだ。', 'Nghe nói nghi phạm đã nói: ""Tôi không làm gì đáng xấu hổ với người khác cả"".'], ['親からいつも「良心に恥じるようなことはするな」と言われて育った。', 'Tôi được cha mẹ dạy rằng không được làm điều gì khiến bản thân phải hổ thẹn với lương tâm.'], ['慣 良心に恥じる', 'Hổ thẹn với lương tâm'], ['② 田中選手の試合内容は、チャンピオンの名に恥じないすばらしいものだった。', 'Phần thi đấu của tuyển thủ Tanaka thực sự xuất sắc, xứng đáng với danh hiệu nhà vô địch.'], ['慣 ～の名に恥じない', 'Xứng đáng với danh tiếng / danh hiệu ~']]"
294,罰,ばつ,PHẠT,Phạt,"[['1. 悪いことをしたら罰を受けるのは当然だ。', 'Làm điều xấu thì bị trừng phạt là lẽ đương nhiên.'], ['2. 犯罪を厳しく罰する。', 'Trừng trị nghiêm khắc tội phạm.'], ['3. 音楽の無断複製は法律によって罰せられる。', 'Việc sao chép nhạc không phép sẽ bị xử phạt theo pháp luật.'], ['連 ニ＿与えるカラ＿を受ける', 'Áp đặt hình phạt ⇔ Bị xử phạt'], ['合 罰金', 'Tiền phạt'], ['合 罰則', 'Hình phạt / Quy định xử phạt'], ['合 賞罰', 'Thưởng phạt'], ['合 天罰', 'Trời trừng phạt'], ['類 ヲ処罰スル', 'Xử phạt'], ['関 ヲ制裁スル', 'Trừng phạt / Thi hành chế tài'], ['※ 神や仏が下す場合は「罰」ともいう。（例．罰が当たる・罰を当てる）', 'Khi hình phạt do thần phật ban xuống thì gọi là ""罰"". (VD: Bị trời phạt / trời giáng họa)'], ['※ 動詞の受身形は「罰せられる」', 'Dạng bị động của động từ là ""罰せられる""']]"
295,念,ねん,NIỆM,"Chú ý, tâm niệm","[['① つらいことがあっても笑顔でがんばる友に尊敬の念を抱いた。', 'Dù trải qua khó khăn, người bạn vẫn luôn mỉm cười cố gắng, khiến tôi vô cùng kính phục.'], ['｛感謝／不安．．．｝の念', 'Cảm xúc ~ (biết ơn, bất an...)'], ['② 「本当にいいんですね？」と彼は私に何度も念を押した。', 'Anh ấy liên tục xác nhận với tôi rằng ""Thật sự ổn chứ?""'], ['出張する朝、寝坊しないよう、念のために目覚まし時計を２つセットしておいた。', 'Sáng hôm đi công tác, tôi cài hai đồng hồ báo thức để phòng tránh việc ngủ quên.'], ['連 ニ＿を押す', 'Xác nhận kỹ càng / xác nhận lại'], ['連 ＿のため（に）', 'Để đề phòng / phòng hờ'], ['連 ニ＿を入れる', 'Đặt sự chú ý đặc biệt / cẩn trọng'], ['関 注意', 'Chú ý / Cẩn trọng'], ['関 確認', 'Xác nhận'], ['慣 念には念を入れる', 'Cẩn tắc vô áy náy / Rất thận trọng'], ['（動） ヲ念じる', 'Cầu nguyện / Khấn nguyện']]"
296,本音,ほんね,BẢN ÂM,"Ý định thực sự, động cơ","[['1. お酒を飲んで、上司のことが嫌いだとつい本音をもらしてしまった。', 'Sau khi uống rượu, tôi lỡ buột miệng nói thật rằng mình ghét sếp.'], ['2. 本音を言うと、大学に入ったのは親が望んだからにすぎない。', 'Thành thật mà nói, tôi vào đại học chỉ vì đó là mong muốn của bố mẹ.'], ['連 ニ＿をもらす、＿を吐く', 'Thổ lộ / để lộ ý định thật sự'], ['対 建前', 'Lời nói xã giao / Lời nói bề ngoài'], ['類 本心', 'Tâm ý thật sự / Lòng thật'], ['※ 「本音」は「本心」が言葉として表れたもので、やや感情的な言い方。', '""本音"" là cách diễn đạt bằng lời của ""本心"", mang tính cảm xúc.']]"
297,弁解,べんかい,BIỆN GIẢI,"Bào chữa, biện giải","[['1. 学生は、試験に遅れたこと｛を／について｝教師にいろいろと弁解した。', 'Học sinh đã cố gắng biện minh đủ điều với giáo viên về việc đến trễ kỳ thi.'], ['2. 信頼を裏切った彼の行為には弁解の余地はない。', 'Hành động phản bội lòng tin của anh ta là không thể biện minh được.'], ['連 ＿の余地がある⇔ない', 'Có ⇔ không có chỗ để biện minh'], ['合 ＿がましい', 'Có vẻ như (tiêu cực / không thích hợp)'], ['類 ガ言い訳（ヲ）スル', 'Ngụy biện / Biện minh'], ['関 ヲ弁明スル', 'Biện hộ / Giải thích (theo cách chính thức)']]"
298,沈黙,ちんもく,TRẦM MẶC,"Yên lặng, im lặng","[['1. 出席者は皆、沈黙したまま下を向いていた。最初に沈黙を破ったのは野村氏だった。', 'Tất cả người tham dự đều im lặng cúi mặt. Người phá vỡ bầu không khí tĩnh lặng đầu tiên là ông Nomura.'], ['2. 当事者が沈黙を守ったので、真実は誰にもわからなかった。', 'Vì người liên quan giữ im lặng nên sự thật vẫn chưa ai hay biết.'], ['連 ＿を守る', 'Giữ im lặng / Không tiết lộ'], ['連 ＿を破る', 'Phá vỡ sự im lặng'], ['関 無言', 'Im lặng / Không nói lời nào'], ['関 ガ黙る', 'Im lặng / Nín thinh'], ['慣 沈黙は金', 'Im lặng là vàng']]"
299,没頭,ぼっとう,MỘT ĐẦU,"Chìm đắm, đắm mình","[['1. 今、趣味の写真に没頭している。', 'Hiện tại tôi đang đắm chìm trong sở thích chụp ảnh.'], ['2. 寝食も忘れて研究に没頭した。', 'Tôi say mê nghiên cứu đến mức quên cả ăn ngủ.'], ['関 ガ熱中スル', 'Mải mê / Đắm chìm vào'], ['関 ガ夢中になる', 'Bị cuốn vào / Mải mê']]"
300,専念,せんねん,CHUYÊN NIỆM,"Say mê, miệt mài","[['1. 勉強に専念するためにアルバイトをやめた。', 'Tôi nghỉ làm thêm để toàn tâm toàn ý học hành.']]"
301,充実,じゅうじつ,SUNG THỰC,"Đầy đủ, sung túc","[['1. 充実した毎日を送っている。', 'Tôi đang sống những ngày đầy đủ và ý nghĩa.'], ['2. この本は高いだけあって、内容が充実している。', 'Quả đúng là sách đắt tiền, nội dung thực sự rất chất lượng.'], ['✖ 充実だ', 'Không tồn tại dạng ""充実だ""'], ['合 ＿感\u3000（例．充実感を味わう。）', 'Cảm giác viên mãn (VD: Cảm nhận được sự trọn vẹn)']]"
302,自立,じりつ,TỰ LẬP,Tự lập,"[['1. 女性の自立には経済的自立が重要だと思う。', 'Tôi cho rằng sự độc lập tài chính rất quan trọng đối với việc tự lập của phụ nữ.'], ['2. 彼は精神的に自立していない。', 'Anh ấy chưa độc lập về mặt tinh thần.'], ['合 ＿的な', 'Tính chất độc lập'], ['合 ＿性', 'Tính tự lập / tính độc lập'], ['合 ＿心', 'Tinh thần tự lập'], ['関 ガ独立スル', 'Trở nên độc lập'], ['関 ガ自活スル', 'Tự lập / Tự nuôi sống bản thân']]"
303,愛称,あいしょう,ÁI XƯNG,Hợp nhau (tình cảm),"[['1. 占いによると、私と彼は相性がいいらしい。', 'Theo bói toán, tôi và cô ấy khá hợp nhau.'], ['2. うちのチームはあのチームとは相性が悪く、負けることが多い。', 'Đội tôi không hợp với đội kia, nên thường xuyên thua.'], ['連 ＿がいい⇔悪い', 'Hợp nhau ⇔ Không hợp nhau'], ['連 ＿が合う', 'Tâm đầu ý hợp'], ['連 ＿がぴったりだ', 'Rất phù hợp / Khớp hoàn toàn']]"
304,教官,きょうかん,GIÁO QUAN,"Giáo viên, thầy giáo, giáo sư","[['1. その歌の歌詞に、多くの若者が共感した。', 'Lời bài hát đó đã khiến nhiều bạn trẻ đồng cảm.'], ['2. 山口氏の訴えは人々の共感を呼んだ。', 'Lời kêu gọi của anh Yamaguchi đã đánh thức sự đồng cảm của mọi người.'], ['3. 筆者の意見に、私も共感を覚えた。', 'Tôi cũng đồng cảm với ý kiến của tác giả.'], ['✖ 共感だ', 'Không dùng dạng ""共感だ""'], ['連 ＿を覚える', 'Cảm thấy đồng cảm'], ['連 ＿を呼ぶ', 'Gợi nên sự đồng cảm'], ['類 ガ同感スル', 'Cùng cảm xúc / Đồng tình'], ['関 ガ共鳴スル', 'Đồng cảm sâu sắc / Cộng hưởng cảm xúc']]"
305,協調,きょうちょう,HIỆP ĐIỀU,"Phối hợp, hợp tác, cộng tác","[['1. 環境問題の解決には、各国の協調が必要だ。', 'Giải quyết vấn đề môi trường cần sự phối hợp giữa các quốc gia.'], ['2. 労使が協調して会社の危機に立ち向かった。', 'Người lao động và chủ doanh nghiệp đã hợp tác để vượt qua khủng hoảng của công ty.'], ['3. 彼は協調性に欠ける。', 'Anh ấy thiếu tinh thần hợp tác.'], ['合 ＿的な', 'Có tính hợp tác'], ['合 ＿性\u3000（例．強調性がある⇔ない）', 'Tinh thần hợp tác (VD: Có ⇔ không có tính hợp tác)'], ['合 国際＿', 'Hợp tác mang tính quốc tế'], ['類 ガ協力スル', 'Hợp tác / Chung sức']]"
306,共同,きょうどう,CỘNG ĐỒNG,"Liên hiệp, liên đới, cộng đồng","[['1. この寮のシャワーは各階の学生が共同で使用している。', 'Phòng tắm trong ký túc xá được các sinh viên cùng tầng sử dụng chung.'], ['2. この技術は２社が｛共同で／共同して｝開発した。', 'Công nghệ này do hai công ty cùng hợp tác phát triển.'], ['合 ＿体', 'Hình thức chung / Cùng thể'], ['合 ＿作業', 'Làm việc chung / Cùng thao tác'], ['合 ＿生活', 'Cuộc sống chung / Sinh hoạt tập thể'], ['合 ＿戦線\u3000（例．共同戦線を張る。）', 'Mặt trận chung (VD: Thiết lập mặt trận đoàn kết)'], ['対 単独', 'Đơn lẻ / Một mình'], ['類 ガ共同スル', 'Cộng tác / Làm chung']]"
307,激励,げきれい,KÍCH LỆ,"Động viên, khuyến khích, khích lệ","[['1. 選手団を激励するために、大勢の人が集まった。', 'Rất đông người đã tập trung để cổ vũ cho đoàn vận động viên.'], ['合 ＿会', 'Buổi cổ vũ / Lễ khích lệ'], ['関 ヲ励ます', 'Khích lệ / Động viên']]"
308,支援,しえん,CHI VIỆN,"Hỗ trợ, chi viện","[['1. 公害の被害者を支援する団体を立ち上げた。', 'Đã thành lập tổ chức hỗ trợ các nạn nhân của ô nhiễm môi trường.'], ['2. この活動は国の支援を受けている。', 'Hoạt động này đang nhận được sự hỗ trợ từ chính phủ.'], ['連 ＿を受ける', 'Được hỗ trợ / Nhận viện trợ'], ['合 ＿者', 'Người hỗ trợ / người viện trợ'], ['合 ＿団体', 'Tổ chức hỗ trợ / tổ chức viện trợ'], ['合 ＿金', 'Tiền viện trợ / trợ cấp'], ['類 援助', 'Viện trợ / hỗ trợ'], ['関 後押し', 'Ủng hộ / Hậu thuẫn / Tiếp sức']]"
309,指摘,してき,CHỈ TRÍCH,"Chỉ ra, chỉ trích","[['1. 経済評論家は、景気の悪さの原因を的確に指摘した。', 'Các nhà bình luận kinh tế đã chỉ ra chính xác nguyên nhân của tình trạng suy thoái kinh tế.'], ['2. 次の文の誤りを指摘しなさい。', 'Hãy chỉ ra chỗ sai trong câu văn sau.']]"
